,Outlier,comment_count,down_votes,post_id,reputation,score,up_votes,user_id,view_count,views
922,up_votes,0,273,37114988,76835,0,2898,5133585,16,4531
923,up_votes,0,273,37769743,76835,0,2898,5133585,3,4531
924,up_votes,0,273,37358523,76835,1,2898,5133585,20,4531
925,up_votes,1,273,35827330,76835,1,2898,5133585,16,4531
926,up_votes,0,273,36967604,76835,1,2898,5133585,20,4531
927,up_votes,0,273,35251997,76835,0,2898,5133585,18,4531
928,up_votes,0,273,37083918,76835,1,2898,5133585,13,4531
929,up_votes,0,273,33181901,76835,0,2898,5133585,16,4531
999,up_votes,1,7,37621872,5196,0,2699,3216297,19,514
1000,up_votes,0,7,37279917,5196,0,2699,3216297,12,514
1001,up_votes,2,7,34954150,5196,1,2699,3216297,11,514
1002,up_votes,4,7,31327429,5196,0,2699,3216297,17,514
1003,up_votes,1,7,35211339,5196,0,2699,3216297,19,514
1004,up_votes,3,7,25087725,5196,0,2699,3216297,20,514
1013,up_votes,0,21,31593206,12643,0,696,180416,19,607
1023,up_votes,0,178,35393702,4752,0,1107,1109725,16,495
1024,up_votes,0,277,37261378,13736,1,1961,3536236,18,2198
1025,up_votes,0,277,35875750,13736,0,1961,3536236,17,2198
1026,up_votes,5,277,35486603,13736,1,1961,3536236,13,2198
1036,up_votes,3,7,37053890,1502,0,3518,1636266,18,283
1156,up_votes,0,100,36064272,2961,0,691,889604,4,407
1157,up_votes,0,100,36429216,2961,0,691,889604,15,407
1158,up_votes,0,100,31683048,2961,0,691,889604,12,407
1159,up_votes,4,100,29346297,2961,0,691,889604,17,407
1167,up_votes,0,8,37678014,24004,0,1470,407757,13,1093
1175,up_votes,1,17,36623399,4354,0,1196,1041868,16,513
1176,up_votes,0,17,37443516,4354,0,1196,1041868,19,513
1177,up_votes,0,17,31697481,4354,0,1196,1041868,20,513
1185,up_votes,2,15,31575754,5947,0,1399,314963,20,682
1186,up_votes,0,15,31766945,5947,0,1399,314963,20,682
1187,up_votes,1,15,35034657,5947,1,1399,314963,20,682
1188,up_votes,0,15,37439491,5947,0,1399,314963,18,682
1191,up_votes,0,184,36198921,5008,1,3464,418150,15,427
1193,up_votes,0,0,35494669,887,0,1280,3922262,19,95
1194,up_votes,3,0,34751463,887,0,1280,3922262,14,95
1195,up_votes,0,18,36041124,2647,0,1482,1033684,9,952
1196,up_votes,0,18,36644725,2647,0,1482,1033684,19,952
1197,up_votes,3,18,35964032,2647,0,1482,1033684,13,952
1198,up_votes,0,18,37164742,2647,0,1482,1033684,8,952
1199,up_votes,0,18,32352471,2647,1,1482,1033684,14,952
1200,up_votes,0,18,36621286,2647,0,1482,1033684,11,952
1201,up_votes,2,18,15751131,2647,0,1482,1033684,17,952
1202,up_votes,3,18,37645004,2647,1,1482,1033684,19,952
1247,up_votes,3,697,37589992,43870,1,1000,717214,11,3529
1271,up_votes,0,88,35114886,1891,-1,2066,1979729,17,377
1293,up_votes,0,6,34606603,5342,0,740,395974,20,858
1319,up_votes,0,115,37401664,1830,0,715,1080650,10,519
1332,up_votes,2,90,35452455,22374,0,862,138557,13,2327
1333,up_votes,0,90,37390009,22374,0,862,138557,17,2327
1334,up_votes,3,90,31924965,22374,1,862,138557,18,2327
1339,up_votes,2,33,36769524,863,0,1207,812013,20,473
1351,up_votes,0,0,37028608,3720,0,679,4137061,16,299
1392,up_votes,5,50,33356852,1186,0,710,2768038,20,756
1393,up_votes,3,50,37330387,1186,0,710,2768038,19,756
1394,up_votes,0,50,32024587,1186,0,710,2768038,17,756
1395,up_votes,2,50,29663856,1186,0,710,2768038,17,756
1396,up_votes,1,50,33080120,1186,0,710,2768038,20,756
1397,up_votes,0,50,27039330,1186,1,710,2768038,16,756
1398,up_votes,0,50,29551344,1186,0,710,2768038,19,756
1399,up_votes,1,50,36981290,1186,-1,710,2768038,15,756
1407,up_votes,1,30,32247565,18700,0,3498,774183,18,1414
1408,up_votes,1,30,32513370,18700,0,3498,774183,15,1414
1409,up_votes,4,30,32968098,18700,0,3498,774183,18,1414
1410,up_votes,0,30,37642843,18700,0,3498,774183,19,1414
1430,up_votes,3,136,33303051,3938,0,982,3711219,20,992
1431,up_votes,1,136,34631295,3938,1,982,3711219,18,992
1432,up_votes,0,136,30984506,3938,0,982,3711219,19,992
1433,up_votes,4,136,35386912,3938,0,982,3711219,20,992
1434,up_votes,0,136,32647446,3938,0,982,3711219,17,992
1435,up_votes,0,136,27063715,3938,1,982,3711219,13,992
1436,up_votes,0,136,24315784,3938,0,982,3711219,18,992
1456,up_votes,1,196,36644264,4508,0,1127,2674553,14,379
5,down_votes,1,87,35988296,599,1,511,1044533,17,123
13,down_votes,4,10078,36239904,14904,2,10334,472495,20,25765
14,down_votes,1,10078,33599405,14904,0,10334,472495,13,25765
60,down_votes,1,47,33151882,1271,0,574,1870412,15,587
61,down_votes,0,47,19445706,1271,0,574,1870412,20,587
85,down_votes,0,43,35039792,747,0,171,447522,16,65
86,down_votes,0,43,35873638,747,0,171,447522,9,65
88,down_votes,1,81,37709593,472,0,32,3027461,16,71
92,down_votes,0,50,36448739,24856,2,1539,90998,18,3104
134,down_votes,0,71,32224190,3455,0,273,5011469,19,488
163,down_votes,0,366,37369064,2974,0,1273,3763848,14,204
171,down_votes,0,226,32904234,13447,0,1270,777733,10,795
172,down_votes,0,226,36594706,13447,0,1270,777733,19,795
173,down_votes,9,226,37746267,13447,0,1270,777733,20,795
198,down_votes,2,143,36625648,2079,0,487,5312731,14,210
199,down_votes,0,143,35013294,2079,1,487,5312731,17,210
219,down_votes,0,47,31539633,12329,0,333,1081340,18,1286
250,down_votes,0,101,34392985,892,0,249,5154146,18,347
251,down_votes,0,101,33977336,892,0,249,5154146,18,347
252,down_votes,6,101,36908686,892,0,249,5154146,10,347
253,down_votes,0,101,36302141,892,0,249,5154146,9,347
254,down_votes,0,101,34122628,892,0,249,5154146,15,347
255,down_votes,0,101,37180296,892,1,249,5154146,19,347
262,down_votes,0,128,37117857,6449,0,4840,232794,19,579
263,down_votes,0,128,20968916,6449,1,4840,232794,15,579
266,down_votes,0,85,37436099,6437,0,866,1072492,18,824
267,down_votes,5,391,31609540,6880,0,1324,64505,18,823
268,down_votes,1,391,32248038,6880,1,1324,64505,20,823
269,down_votes,0,391,37755781,6880,1,1324,64505,13,823
270,down_votes,0,391,35985110,6880,0,1324,64505,16,823
271,down_votes,0,391,31791237,6880,0,1324,64505,14,823
272,down_votes,1,391,30897947,6880,0,1324,64505,14,823
275,down_votes,0,379,36172778,2595,0,796,3286569,11,311
294,down_votes,1,602,37461551,1245,1,180,5292801,18,560
378,down_votes,0,542,33916406,21766,0,1793,138601,10,1593
379,down_votes,1,542,31986551,21766,0,1793,138601,6,1593
380,down_votes,4,542,11701164,21766,1,1793,138601,14,1593
381,down_votes,3,542,33780531,21766,0,1793,138601,16,1593
395,down_votes,5,106,35799301,3345,1,154,432844,18,523
404,down_votes,0,91,37721876,3625,0,228,2794702,6,560
405,down_votes,0,91,37698970,3625,0,228,2794702,15,560
406,down_votes,2,91,24998690,3625,0,228,2794702,16,560
417,down_votes,1,227,26495733,4997,0,837,1090438,16,873
418,down_votes,0,227,37549037,4997,1,837,1090438,19,873
424,down_votes,3,49,37413576,6421,0,485,514438,18,885
425,down_votes,0,49,23957655,6421,0,485,514438,17,885
427,down_votes,0,194,37392515,5104,0,613,1429073,15,638
428,down_votes,0,194,34750575,5104,0,613,1429073,20,638
429,down_votes,0,194,36676519,5104,1,613,1429073,17,638
432,down_votes,0,45,26652154,2398,1,333,664672,18,483
435,down_votes,1,290,28070827,3335,1,370,3494639,19,290
466,down_votes,0,79,37656211,3920,1,651,1910735,19,770
472,down_votes,0,48,32712577,29437,0,671,26414,19,3020
474,down_votes,1,77,27760152,2103,0,38,2228310,19,250
485,down_votes,0,65,37189843,810,1,119,3012508,18,126
486,down_votes,0,65,37212141,810,0,119,3012508,16,126
495,down_votes,0,117,27007177,41861,0,1090,665261,10,3130
507,down_votes,0,543,36342868,4631,0,575,3160466,19,7805
508,down_votes,0,48,33084373,1939,0,354,1888402,20,370
520,down_votes,0,50,30806097,2329,0,1642,182551,20,481
526,down_votes,0,61,36838595,547,0,451,1532800,20,331
527,down_votes,0,61,16878061,547,0,451,1532800,18,331
528,down_votes,2,61,36893068,547,0,451,1532800,12,331
572,down_votes,1,58,35537187,5902,0,1700,526495,17,504
577,down_votes,0,55,36088356,4420,0,331,623150,18,698
578,down_votes,0,82,35622289,20807,0,4920,1205871,14,2144
593,down_votes,2,57,36753418,2094,0,265,746674,20,468
594,down_votes,0,57,37293888,2094,0,265,746674,7,468
595,down_votes,0,57,37330149,2094,0,265,746674,20,468
610,down_votes,1,208,37441213,13631,-1,802,153865,11,2634
611,down_votes,0,208,32077587,13631,0,802,153865,17,2634
612,down_votes,0,208,37617764,13631,0,802,153865,10,2634
613,down_votes,0,208,32570575,13631,0,802,153865,9,2634
614,down_votes,0,208,37252356,13631,1,802,153865,18,2634
653,down_votes,4,4010,37591016,4642,0,300,3270037,15,1516
654,down_votes,2,4010,37311632,4642,0,300,3270037,19,1516
659,down_votes,2,855,37137191,44166,0,2303,6241235,15,3943
660,down_votes,1,855,36896267,44166,0,2303,6241235,17,3943
748,down_votes,4,262,33319735,896,0,384,4702471,17,249
749,down_votes,0,262,35151845,896,0,384,4702471,20,249
764,down_votes,0,59,37346732,1183,0,75,3335000,3,259
765,down_votes,0,59,33495657,1183,1,75,3335000,10,259
787,down_votes,0,140,26046366,3327,0,1098,1249829,15,368
788,down_votes,0,140,31380694,3327,1,1098,1249829,16,368
789,down_votes,0,45,30648892,840,0,131,4623533,18,190
806,down_votes,0,196,37258782,10210,0,139,1573861,17,919
835,down_votes,0,399,37031505,5195,0,1560,1636276,13,629
836,down_votes,0,399,32392834,5195,1,1560,1636276,17,629
862,down_votes,0,657,33918684,1678,0,432,836018,14,1410
863,down_votes,0,41,35527134,2181,0,118,1711816,20,116
865,down_votes,5,69,37754590,3940,0,1001,913903,14,2455
872,down_votes,1,203,37546711,2498,-1,341,5669294,13,339
877,down_votes,0,239,37231302,1256,0,160,3248412,20,212
903,down_votes,2,1483,24547017,10736,0,2293,1814486,20,2149
914,down_votes,3,77,36307592,4079,0,2408,792888,14,654
915,down_votes,0,77,29119310,4079,0,2408,792888,18,654
916,down_votes,0,77,37208687,4079,1,2408,792888,19,654
917,down_votes,0,77,27065516,4079,0,2408,792888,18,654
918,down_votes,3,77,24596261,4079,0,2408,792888,20,654
921,down_votes,0,273,37266602,76835,0,2898,5133585,12,4531
922,down_votes,0,273,37114988,76835,0,2898,5133585,16,4531
923,down_votes,0,273,37769743,76835,0,2898,5133585,3,4531
924,down_votes,0,273,37358523,76835,1,2898,5133585,20,4531
925,down_votes,1,273,35827330,76835,1,2898,5133585,16,4531
926,down_votes,0,273,36967604,76835,1,2898,5133585,20,4531
927,down_votes,0,273,35251997,76835,0,2898,5133585,18,4531
928,down_votes,0,273,37083918,76835,1,2898,5133585,13,4531
929,down_votes,0,273,33181901,76835,0,2898,5133585,16,4531
990,down_votes,0,165,30143880,2146,0,642,3293579,17,841
991,down_votes,0,165,31727878,2146,1,642,3293579,18,841
1017,down_votes,0,63,22499108,3691,1,531,2231905,16,526
1023,down_votes,0,178,35393702,4752,0,1107,1109725,16,495
1024,down_votes,0,277,37261378,13736,1,1961,3536236,18,2198
1025,down_votes,0,277,35875750,13736,0,1961,3536236,17,2198
1026,down_votes,5,277,35486603,13736,1,1961,3536236,13,2198
1106,down_votes,0,46,31700832,1072,0,515,2144796,17,283
1107,down_votes,4,46,35703233,1072,0,515,2144796,17,283
1156,down_votes,0,100,36064272,2961,0,691,889604,4,407
1157,down_votes,0,100,36429216,2961,0,691,889604,15,407
1158,down_votes,0,100,31683048,2961,0,691,889604,12,407
1159,down_votes,4,100,29346297,2961,0,691,889604,17,407
1160,down_votes,0,42,33292038,600,0,248,2463166,17,109
1191,down_votes,0,184,36198921,5008,1,3464,418150,15,427
1214,down_votes,10,80,33203660,7286,0,306,3042759,14,540
1215,down_votes,0,80,32971852,7286,-1,306,3042759,19,540
1247,down_votes,3,697,37589992,43870,1,1000,717214,11,3529
1267,down_votes,0,42,36056989,1280,0,168,1236799,7,144
1271,down_votes,0,88,35114886,1891,-1,2066,1979729,17,377
1295,down_votes,1,190,31490566,6007,0,305,1994081,19,736
1313,down_votes,0,80,30335152,4860,1,141,1644422,13,311
1314,down_votes,2,80,33871220,4860,0,141,1644422,13,311
1316,down_votes,0,54,36541229,1030,1,162,766958,11,90
1319,down_votes,0,115,37401664,1830,0,715,1080650,10,519
1329,down_votes,5,52,36064174,578,0,79,5922441,19,75
1330,down_votes,1,52,36932033,578,0,79,5922441,13,75
1332,down_votes,2,90,35452455,22374,0,862,138557,13,2327
1333,down_votes,0,90,37390009,22374,0,862,138557,17,2327
1334,down_votes,3,90,31924965,22374,1,862,138557,18,2327
1374,down_votes,3,62,33274895,2216,0,451,1668069,16,1426
1375,down_votes,1,62,34649959,2216,0,451,1668069,15,1426
1376,down_votes,1,62,36544530,2216,0,451,1668069,17,1426
1377,down_votes,3,62,33955274,2216,0,451,1668069,16,1426
1378,down_votes,0,62,37748222,2216,0,451,1668069,11,1426
1379,down_votes,0,62,35310502,2216,0,451,1668069,7,1426
1380,down_votes,0,62,34878976,2216,0,451,1668069,13,1426
1381,down_votes,2,62,21912547,2216,0,451,1668069,18,1426
1382,down_votes,0,62,35911670,2216,0,451,1668069,17,1426
1383,down_votes,1,62,37438348,2216,0,451,1668069,13,1426
1384,down_votes,6,62,24572919,2216,0,451,1668069,16,1426
1385,down_votes,1,62,34292302,2216,0,451,1668069,16,1426
1386,down_votes,1,62,32888629,2216,1,451,1668069,14,1426
1387,down_votes,0,62,37070013,2216,1,451,1668069,20,1426
1388,down_votes,2,62,34061639,2216,1,451,1668069,16,1426
1389,down_votes,0,62,36329740,2216,0,451,1668069,15,1426
1392,down_votes,5,50,33356852,1186,0,710,2768038,20,756
1393,down_votes,3,50,37330387,1186,0,710,2768038,19,756
1394,down_votes,0,50,32024587,1186,0,710,2768038,17,756
1395,down_votes,2,50,29663856,1186,0,710,2768038,17,756
1396,down_votes,1,50,33080120,1186,0,710,2768038,20,756
1397,down_votes,0,50,27039330,1186,1,710,2768038,16,756
1398,down_votes,0,50,29551344,1186,0,710,2768038,19,756
1399,down_votes,1,50,36981290,1186,-1,710,2768038,15,756
1430,down_votes,3,136,33303051,3938,0,982,3711219,20,992
1431,down_votes,1,136,34631295,3938,1,982,3711219,18,992
1432,down_votes,0,136,30984506,3938,0,982,3711219,19,992
1433,down_votes,4,136,35386912,3938,0,982,3711219,20,992
1434,down_votes,0,136,32647446,3938,0,982,3711219,17,992
1435,down_votes,0,136,27063715,3938,1,982,3711219,13,992
1436,down_votes,0,136,24315784,3938,0,982,3711219,18,992
1447,down_votes,0,109,26266164,8055,0,294,1519458,14,564
1448,down_votes,0,109,35725923,8055,0,294,1519458,10,564
1449,down_votes,3,109,37677823,8055,0,294,1519458,12,564
1450,down_votes,0,109,34050513,8055,0,294,1519458,18,564
1451,down_votes,5,109,37181994,8055,-2,294,1519458,19,564
1452,down_votes,0,109,36649994,8055,0,294,1519458,8,564
1453,down_votes,0,109,37674889,8055,0,294,1519458,15,564
1456,down_votes,1,196,36644264,4508,0,1127,2674553,14,379
5,score,1,87,35988296,599,1,511,1044533,17,123
9,score,0,10,31876398,1244,-1,194,605343,19,495
11,score,1,4,34087332,2386,-1,104,1134468,15,508
12,score,0,3,35091605,2755,1,142,1001423,13,322
13,score,4,10078,36239904,14904,2,10334,472495,20,25765
17,score,3,0,33176010,88,1,24,4282323,17,14
20,score,2,0,36106054,88,1,24,4282323,20,14
41,score,1,5,31648388,1098,1,260,1278201,17,185
42,score,3,3,31420414,137,2,107,1952953,17,49
48,score,2,0,34440015,53,1,5,2033846,20,14
52,score,1,9,36203729,1141,1,88,2676167,16,378
57,score,0,9,37561887,1141,2,88,2676167,20,378
62,score,2,20,30734309,3633,1,445,827081,13,183
64,score,0,20,33352351,3633,1,445,827081,18,183
67,score,0,0,36201386,1647,1,250,1344228,15,321
68,score,0,0,36429044,1647,1,250,1344228,13,321
72,score,1,0,35742487,1647,-1,250,1344228,20,321
74,score,2,0,36128580,1647,1,250,1344228,17,321
82,score,0,3,7388510,899,1,9,160808,20,145
89,score,1,0,35034153,139,3,64,4203119,20,20
92,score,0,50,36448739,24856,2,1539,90998,18,3104
96,score,0,25,36869970,4008,1,1889,1037617,19,1796
104,score,0,0,33278263,122,1,22,1785287,20,45
106,score,4,27,29479355,3276,-1,1376,4601149,20,686
118,score,0,0,35987801,144,1,20,3895506,15,29
129,score,0,0,26967242,131,1,31,464950,20,34
133,score,0,0,34905605,391,1,60,1341085,18,81
143,score,0,0,26832085,95,1,32,4182876,19,46
154,score,0,5,36740463,605,1,20,1125558,13,50
181,score,0,0,36676858,68,1,7,2761316,11,25
182,score,0,13,37072846,2283,1,619,3649914,11,249
184,score,1,0,31974082,15,1,0,5050169,19,15
188,score,0,15,36080273,6638,1,826,636348,17,613
190,score,1,4,35065002,2095,1,68,63748,17,220
199,score,0,143,35013294,2079,1,487,5312731,17,210
203,score,0,0,33717607,164,1,11,4203049,20,39
207,score,1,28,37076627,1806,-1,1313,936420,20,306
221,score,0,0,37254356,120,1,4,1339312,15,21
223,score,0,4,37212279,2477,1,126,1735584,18,362
227,score,3,4,33379318,2477,1,126,1735584,20,362
230,score,0,4,37242024,2477,1,126,1735584,13,362
239,score,3,0,37263249,122,-1,22,2669997,16,68
243,score,0,0,36825414,58,1,10,1470354,14,17
247,score,0,0,36967854,87,1,11,2637843,16,21
249,score,0,0,31943255,124,1,32,4870016,18,18
255,score,0,101,37180296,892,1,249,5154146,19,347
259,score,0,39,35660855,2776,1,129,3556378,20,256
260,score,0,0,37155528,103,1,47,2215586,11,38
263,score,0,128,20968916,6449,1,4840,232794,15,579
268,score,1,391,32248038,6880,1,1324,64505,20,823
269,score,0,391,37755781,6880,1,1324,64505,13,823
273,score,0,0,35281673,2116,1,47,779449,14,171
274,score,1,0,28658968,2116,1,47,779449,18,171
278,score,0,2,36581869,2064,1,80,1364242,20,180
279,score,0,20,32098042,555,1,101,1666167,10,69
282,score,1,0,35843064,243,1,9,2160064,11,37
286,score,1,4,34874283,3344,1,250,49128,20,327
287,score,0,4,34680367,3344,1,250,49128,20,327
292,score,1,2,37028053,190,1,98,2781042,17,38
294,score,1,602,37461551,1245,1,180,5292801,18,560
297,score,4,0,33777580,96,2,16,4662997,18,29
308,score,0,0,34442144,30,2,3,5710889,19,4
314,score,1,0,35779642,15,1,7,4316375,15,6
315,score,0,0,37681799,55,-1,11,3851159,16,7
337,score,0,0,35254413,3,-3,0,3780246,18,1
345,score,0,0,37151177,6,1,0,4012263,15,8
346,score,0,0,37035962,8,1,0,6292396,20,1
347,score,0,0,27179460,8,2,2,3494125,19,2
349,score,2,0,37769300,11,-2,0,6454754,15,4
365,score,0,1,35271058,1092,1,196,760589,15,122
374,score,0,0,37345276,310,-2,62,3909987,19,50
380,score,4,542,11701164,21766,1,1793,138601,14,1593
386,score,3,24,36982911,447,1,45,1464280,17,106
389,score,0,0,37437923,1749,-1,295,390362,19,202
391,score,3,0,37485414,88,-1,5,5907840,18,15
395,score,5,106,35799301,3345,1,154,432844,18,523
418,score,0,227,37549037,4997,1,837,1090438,19,873
429,score,0,194,36676519,5104,1,613,1429073,17,638
432,score,0,45,26652154,2398,1,333,664672,18,483
435,score,1,290,28070827,3335,1,370,3494639,19,290
441,score,0,2,37561452,840,2,75,1312768,20,52
447,score,0,0,35383260,968,1,11,1964167,19,124
448,score,0,0,34264842,968,1,11,1964167,13,124
452,score,4,2,33255721,1435,1,60,5304324,20,51
457,score,1,0,25335204,56,-1,2,3648741,19,49
460,score,0,2,33709927,2154,2,177,2006878,14,284
462,score,1,2,36922341,2154,1,177,2006878,20,284
466,score,0,79,37656211,3920,1,651,1910735,19,770
468,score,3,15,27865715,1140,1,332,2719424,14,275
481,score,0,0,36699591,136,1,23,4707724,14,18
485,score,0,65,37189843,810,1,119,3012508,18,126
488,score,2,4,31176502,174,1,2,4961693,20,48
501,score,0,31,28769205,2741,-2,5141,604687,16,1176
505,score,0,0,36391808,41,2,2,6153457,17,16
509,score,1,2,30927058,989,1,29,1110224,16,241
512,score,0,1,37120586,400,1,36,3402600,18,117
518,score,0,12,35338680,1818,1,36,1200043,16,53
530,score,1,0,36378797,38,-1,154,6054910,20,34
534,score,0,15,36942687,5639,1,876,848330,17,410
536,score,0,0,35598787,119,1,4,3778853,11,26
539,score,0,37,36646388,971,1,1432,824644,12,212
541,score,3,6,34015802,328,1,86,3009441,18,89
560,score,0,32,22558399,2007,1,361,1445985,18,699
561,score,0,32,37475500,2007,1,361,1445985,12,699
562,score,0,32,30098791,2007,-1,361,1445985,20,699
563,score,0,32,20472559,2007,1,361,1445985,20,699
569,score,7,11,37257857,3362,1,107,3840981,16,289
576,score,0,4,37127469,1139,1,17,531194,18,132
579,score,0,10,34618193,2120,1,405,376260,11,335
586,score,2,1,37073460,657,1,97,1018912,19,96
587,score,0,1,37629509,335,1,90,6003691,16,69
603,score,0,12,36552696,420,-1,39,6076118,20,39
610,score,1,208,37441213,13631,-1,802,153865,11,2634
614,score,0,208,37252356,13631,1,802,153865,18,2634
615,score,1,0,29139566,22,-2,4,4680418,20,26
622,score,0,32,34654437,1678,1,234,1058739,19,582
625,score,3,32,36024661,1678,1,234,1058739,20,582
626,score,3,9,36706288,717,-3,62,5757434,20,122
629,score,1,9,35024491,717,1,62,5757434,20,122
640,score,0,0,34540041,67,1,79,2291689,18,15
651,score,0,12,36742544,1364,1,225,1206087,17,344
657,score,1,1,37763922,866,1,136,583271,14,745
666,score,0,0,36836130,91,1,9,6231177,13,24
673,score,1,17,37715556,1291,1,236,5361741,19,89
675,score,0,6,35746659,3336,1,939,786103,17,368
677,score,0,31,36531679,807,1,267,588959,18,309
688,score,2,0,37508900,35,1,10,6396652,15,5
690,score,1,0,35430773,113,1,1,5934628,15,5
